distance,mass,airframe,operator,time_slot,wind,route,altitude,landing_zone,on_time
12.12,0.99,SkyLift,Fast,Afternoon,E_3.5_3.7,"[0, 1, -1, -1, 0, -1]","[21, 22, 12, 19, 24, 17, 16]",LZ2,1
7.0,3.76,SkyLift,Fast,Evening,N_4.7_0.5,"[0, 0, -1, 1, -1, -1, 0]","[13, 12, 10, 23, 19]",LZ3,1
2.65,1.14,FalconX,Balanced,Evening,E_5.0_4.6,"[-1, 1, -1, 0, 0, 0, 1, -1]","[22, 17, 16, 17, 19, 10]",LZ2,1
5.24,2.6,FalconX,Fast,Afternoon,N_1.9_4.4,"[-1, -1, 1, 0, -1]","[19, 17, 11, 14, 12, 15, 14, 15]",LZ1,1
4.57,2.11,AeroX,Balanced,Morning,E_6.9_4.5,"[-1, 1, -1, 0, 1, -1, 0, 1, 0]","[14, 17, 18, 23, 12, 10, 12, 14]",LZ2,1
9.13,2.98,NanoFly,Fast,Evening,E_9.9_0.5,"[0, -1, -1, 1, -1, 1, -1, -1, 0]","[16, 23, 11, 19, 12, 22, 22, 21, 21]",LZ2,1
13.51,3.68,NanoFly,Fast,Morning,W_2.4_0.4,"[1, 0, 0, -1, 0, 0, 0]","[21, 14, 11, 21, 22, 12, 10, 21]",LZ3,1
6.01,3.58,SkyLift,Fast,Evening,S_5.5_0.3,"[1, -1, -1, 0, -1]","[23, 20, 24, 20, 14, 17, 16, 13, 24]",LZ4,1
1.23,2.82,NanoFly,Balanced,Morning,S_4.5_4.8,"[0, 0, 1, 1, 1, -1, -1, 1, 1]","[16, 20, 19, 10, 12, 24, 19]",LZ1,1
10.86,2.59,AeroX,Fast,Afternoon,W_3.1_3.3,"[1, 0, 0, -1, -1, -1]","[12, 20, 15, 22, 14]",LZ4,1
12.51,2.29,FalconX,Fast,Evening,N_4.2_0.9,"[-1, -1, -1, 0, 1, -1, 1, 1, -1]","[16, 20, 22, 15, 12]",LZ3,1
19.29,4.38,SkyLift,Cautious,Afternoon,N_7.3_4.6,"[-1, 0, -1, -1, 1, -1, -1]","[16, 14, 23, 16, 10, 23, 21, 18]",LZ3,0
12.2,1.99,SkyLift,Fast,Evening,S_4.1_2.2,"[1, 1, -1, -1, 1, -1]","[17, 21, 19, 21, 22, 10]",LZ4,1
9.95,1.67,FalconX,Cautious,Afternoon,E_5.1_3.9,"[-1, 1, 1, 0, 0, -1, 0, -1, 0]","[11, 12, 10, 12, 19, 22, 10, 20, 19]",LZ2,1
11.89,3.84,NanoFly,Balanced,Evening,E_4.8_3.2,"[-1, 1, 1, 0, -1, -1, 1, -1, 1]","[17, 20, 11, 10, 14]",LZ2,1
18.63,2.12,SkyLift,Fast,Evening,S_5.6_3.2,"[1, -1, 1, 1, 1, 1, -1, 1]","[19, 17, 10, 15, 23, 24]",LZ3,0
16.74,4.31,FalconX,Fast,Evening,S_2.9_2.2,"[0, 1, -1, 0, 0]","[18, 15, 21, 21, 13, 21, 18, 20, 12]",LZ2,1
7.14,1.98,FalconX,Cautious,Morning,W_5.1_2.0,"[1, -1, 1, -1, 1, 1, -1, 1]","[18, 14, 19, 18, 11, 14, 12, 15, 18]",LZ3,1
5.51,3.66,NanoFly,Cautious,Morning,N_1.3_0.8,"[1, -1, 0, 1, 0, 1, 1]","[19, 24, 21, 22, 14, 10]",LZ4,1
5.99,0.7,NanoFly,Fast,Evening,E_7.4_0.4,"[-1, 0, -1, 0, 0, 0, -1]","[20, 11, 22, 16, 16, 14, 18]",LZ3,1
10.58,2.24,AeroX,Balanced,Afternoon,W_1.1_4.6,"[0, 0, 0, 1, 1, 0, 0]","[19, 16, 21, 16, 17, 14, 19, 15]",LZ4,1
15.14,2.04,NanoFly,Cautious,Afternoon,S_7.8_4.7,"[0, 1, -1, 1, 1, -1, 1]","[24, 11, 15, 19, 14, 12]",LZ4,1
10.56,4.18,NanoFly,Fast,Evening,W_8.3_3.2,"[-1, 1, 0, -1, -1, 0, 1, 0, 0]","[11, 20, 17, 11, 23, 13, 11, 13]",LZ2,1
2.29,4.85,FalconX,Cautious,Morning,W_0.2_1.9,"[0, 0, 0, 1, 0, 1, 1, 0, 1]","[23, 18, 18, 23, 11, 18, 15, 14, 20]",LZ1,1
14.75,2.57,SkyLift,Balanced,Morning,E_8.3_0.1,"[0, 1, 0, -1, -1, 0, 1]","[14, 23, 19, 24, 20, 14]",LZ4,0
16.31,4.21,FalconX,Cautious,Morning,W_6.5_2.2,"[-1, 0, 0, -1, -1, -1, 1, 0]","[24, 22, 18, 15, 22]",LZ4,0
6.5,3.65,AeroX,Fast,Morning,E_1.0_3.3,"[0, -1, 1, 1, 0, -1, -1]","[13, 19, 16, 20, 16]",LZ1,1
13.62,4.85,FalconX,Cautious,Afternoon,S_10.0_1.5,"[1, 1, -1, 1, -1]","[18, 24, 13, 10, 23]",LZ3,1
9.11,4.15,AeroX,Balanced,Evening,E_6.2_1.7,"[0, 1, 0, 0, 0, 0]","[15, 14, 23, 16, 23, 21, 22]",LZ1,1
17.89,0.85,NanoFly,Fast,Evening,N_4.0_2.4,"[1, 0, 0, -1, 0, -1, 0, 0]","[15, 13, 10, 24, 14, 22]",LZ3,1
17.06,3.71,SkyLift,Fast,Evening,S_8.9_2.5,"[0, -1, 1, 1, 1, 1, 0, 1, -1]","[20, 15, 16, 24, 15, 15]",LZ2,0
10.98,2.91,SkyLift,Fast,Afternoon,E_0.4_3.7,"[-1, 1, -1, 1, 0, -1]","[12, 22, 11, 14, 12, 13, 18, 14, 13]",LZ1,1
14.14,0.57,FalconX,Fast,Morning,S_7.2_2.5,"[0, 1, 1, -1, 1, -1, 1]","[24, 17, 17, 19, 20, 15]",LZ3,1
17.78,1.63,SkyLift,Balanced,Morning,W_1.4_4.2,"[-1, 1, 1, -1, 1, -1, -1, 0]","[10, 20, 22, 23, 17, 11, 16, 20, 17]",LZ3,1
10.42,4.65,AeroX,Fast,Afternoon,S_5.5_2.4,"[0, 0, 1, 0, 1, 0, 1]","[17, 14, 22, 15, 17, 22, 20, 20]",LZ3,0
6.95,4.67,AeroX,Balanced,Afternoon,E_1.0_0.2,"[-1, 0, 1, -1, 0, -1, 1, -1]","[23, 22, 19, 18, 15, 11, 10, 15, 11]",LZ3,1
15.32,4.09,NanoFly,Balanced,Evening,W_6.8_0.7,"[0, -1, -1, -1, -1]","[10, 19, 18, 15, 18, 22, 19]",LZ3,1
5.18,4.92,FalconX,Cautious,Evening,N_4.6_3.6,"[-1, 1, 1, 0, 0, 1, -1, -1, -1]","[20, 23, 16, 19, 22, 19, 10, 15, 21]",LZ3,1
8.38,4.13,NanoFly,Cautious,Afternoon,S_0.1_2.3,"[0, 1, 0, -1, -1]","[18, 24, 20, 12, 20]",LZ2,1
17.45,0.55,SkyLift,Fast,Afternoon,E_0.7_2.3,"[0, -1, -1, -1, -1, 0]","[17, 10, 13, 14, 11, 19, 21, 12, 13]",LZ3,1
14.76,1.8,NanoFly,Fast,Afternoon,S_7.0_4.9,"[0, -1, -1, 1, -1, 0]","[23, 17, 13, 16, 22, 20, 19, 19, 24]",LZ2,1
8.67,0.64,SkyLift,Balanced,Morning,S_4.0_2.9,"[0, -1, 1, 1, -1]","[20, 11, 13, 11, 17, 21, 16]",LZ2,1
5.08,0.92,AeroX,Cautious,Evening,E_6.7_0.6,"[1, 1, 1, -1, 1, -1, 0, -1]","[20, 15, 18, 15, 24]",LZ1,1
7.76,1.48,FalconX,Fast,Afternoon,N_3.9_2.2,"[-1, 1, -1, -1, 1, 0, -1, 0]","[14, 14, 15, 24, 13, 17, 15, 15, 14]",LZ2,1
6.4,2.77,FalconX,Fast,Afternoon,E_3.6_2.8,"[0, 1, -1, 1, 0]","[24, 13, 20, 17, 22, 13]",LZ4,1
4.35,4.31,NanoFly,Balanced,Morning,S_8.5_0.2,"[0, 0, -1, -1, -1, -1, -1]","[16, 14, 16, 15, 15, 21, 21, 21, 11]",LZ4,1
15.12,4.38,SkyLift,Cautious,Afternoon,N_8.5_1.8,"[1, -1, -1, 0, 1, 0, -1]","[10, 15, 20, 23, 11, 11, 19]",LZ2,1
5.79,3.27,AeroX,Fast,Evening,N_9.2_4.8,"[-1, 0, 1, 1, -1, 0, -1]","[11, 24, 11, 19, 13, 12, 12]",LZ3,1
9.63,4.68,SkyLift,Fast,Morning,N_8.2_3.8,"[-1, 1, -1, -1, -1, 1, 0, -1]","[15, 23, 18, 16, 11, 10, 22, 19, 15]",LZ3,0
8.33,2.75,NanoFly,Fast,Afternoon,N_1.3_1.9,"[1, 1, 1, 1, -1, -1, -1, -1, 1]","[14, 13, 21, 16, 14]",LZ3,1
19.66,4.5,SkyLift,Fast,Evening,S_0.7_1.3,"[1, 1, 1, 0, -1, 1, 1, 1, 0]","[16, 12, 23, 11, 17, 14, 23, 20]",LZ4,0
8.43,2.54,AeroX,Fast,Evening,E_0.6_1.4,"[-1, 1, 1, 1, 0, 0, 1, 1]","[19, 19, 18, 11, 22]",LZ2,1
2.52,1.75,NanoFly,Fast,Morning,E_9.8_4.1,"[1, 0, 0, 1, 1, 1]","[10, 19, 18, 19, 20, 20, 17]",LZ3,1
2.71,4.62,AeroX,Cautious,Evening,W_5.0_2.0,"[1, 0, 1, 0, 0, 0, 1, -1, 1]","[14, 15, 22, 22, 13, 14, 15, 22, 14]",LZ1,1
12.22,2.25,NanoFly,Balanced,Morning,W_1.2_4.2,"[-1, -1, 0, 0, 0, 0, 0, 0, 1]","[16, 22, 13, 12, 13, 18, 23]",LZ4,1
12.39,2.77,FalconX,Balanced,Evening,W_5.4_4.5,"[-1, -1, 0, 0, 0]","[23, 11, 10, 11, 18, 10, 16, 14, 12]",LZ1,1
8.96,1.98,SkyLift,Balanced,Afternoon,N_7.1_2.3,"[0, -1, 1, 0, -1, 0, 0, 1, 0]","[21, 16, 17, 16, 16, 12]",LZ3,1
9.21,3.48,AeroX,Fast,Morning,N_0.9_4.7,"[0, -1, 1, -1, 1]","[18, 14, 12, 24, 12, 10, 15, 21]",LZ2,1
2.02,4.98,AeroX,Balanced,Evening,E_3.5_1.5,"[1, -1, 1, 0, -1, 1, -1, -1]","[22, 13, 24, 13, 20, 12, 17, 19]",LZ4,1
10.81,0.61,SkyLift,Cautious,Morning,N_1.9_1.3,"[-1, 0, 1, 0, -1, 1, -1, 1, 0]","[18, 13, 14, 15, 24]",LZ4,1
10.59,4.55,AeroX,Fast,Evening,E_9.8_0.5,"[-1, 0, -1, 1, 0, 1]","[10, 17, 19, 12, 17, 19, 16, 19, 13]",LZ3,1
3.84,0.52,AeroX,Cautious,Morning,W_3.2_1.2,"[1, -1, 0, 0, -1, 1, 0, -1]","[23, 14, 12, 22, 23, 17, 18]",LZ3,1
2.97,2.14,AeroX,Fast,Afternoon,E_6.9_3.9,"[0, -1, 1, 1, -1, 1, 0, 0, -1]","[22, 19, 20, 21, 20]",LZ4,1
3.35,1.26,FalconX,Fast,Morning,N_9.2_2.0,"[0, 0, 0, -1, -1, 1, 1, -1]","[21, 16, 11, 21, 20, 21, 11]",LZ3,1
2.92,3.91,AeroX,Balanced,Morning,E_8.6_0.7,"[0, -1, 1, 1, -1, -1, 1]","[17, 18, 18, 17, 20]",LZ1,1
12.58,0.73,FalconX,Cautious,Afternoon,E_3.9_0.5,"[-1, -1, 1, -1, -1, -1, 1, 1]","[18, 12, 22, 18, 18, 14, 22, 15]",LZ3,1
4.73,2.99,SkyLift,Balanced,Evening,E_3.1_2.5,"[-1, 1, 1, -1, 1, 1, 0]","[18, 12, 16, 15, 16, 13, 22, 15, 17]",LZ4,1
5.78,1.83,FalconX,Fast,Afternoon,N_8.1_2.7,"[-1, 1, 1, 0, -1, -1, -1]","[13, 12, 12, 15, 22, 22, 19, 22, 13]",LZ2,1
4.3,1.1,AeroX,Cautious,Morning,S_2.1_4.0,"[0, 0, 1, 1, 1]","[23, 16, 11, 19, 16, 15, 23]",LZ2,1
19.2,3.97,AeroX,Cautious,Afternoon,W_7.2_3.6,"[-1, 1, -1, 0, 1, -1, -1]","[11, 10, 18, 15, 16]",LZ4,0
17.24,1.48,AeroX,Fast,Afternoon,S_8.4_0.8,"[-1, 0, -1, 1, -1]","[15, 19, 19, 18, 21, 19]",LZ2,1
5.38,1.51,FalconX,Balanced,Morning,S_8.5_1.4,"[1, 0, 0, -1, 1, -1]","[20, 16, 23, 18, 12, 22, 23, 11, 20]",LZ4,1
7.22,1.74,NanoFly,Fast,Morning,S_0.1_3.5,"[0, 1, 1, 1, -1, 1]","[23, 24, 21, 17, 12]",LZ2,1
4.99,3.14,NanoFly,Cautious,Afternoon,S_5.0_0.9,"[0, 0, 0, 1, 0, -1, 0, 1]","[10, 12, 15, 13, 17, 19]",LZ2,1
10.35,3.47,SkyLift,Cautious,Morning,N_3.6_4.0,"[1, 0, -1, 1, 1, 0, 0, 0, 0]","[18, 14, 16, 11, 15, 13]",LZ2,1
1.37,0.58,SkyLift,Cautious,Evening,N_9.8_3.3,"[0, 1, 1, 1, 1]","[21, 11, 15, 22, 21]",LZ1,1
13.76,1.59,SkyLift,Fast,Evening,S_5.4_2.7,"[0, -1, -1, -1, -1, -1]","[23, 15, 23, 23, 20, 16, 11, 12]",LZ3,1
10.94,2.44,AeroX,Cautious,Evening,S_4.3_3.2,"[1, -1, 0, -1, -1, 0, 0, 1]","[12, 12, 13, 20, 24]",LZ4,1
18.07,1.99,NanoFly,Cautious,Evening,E_2.4_0.5,"[0, -1, 0, 1, 0, -1, -1]","[14, 22, 13, 19, 20, 16]",LZ4,1
4.12,4.48,NanoFly,Balanced,Afternoon,E_8.5_2.7,"[1, -1, -1, 0, 0, 1]","[21, 21, 13, 23, 18, 21, 10, 15]",LZ4,1
16.28,4.04,SkyLift,Balanced,Afternoon,W_3.2_2.3,"[1, 1, 1, 1, -1, -1, -1, 1]","[11, 12, 15, 23, 18, 22, 18, 11, 17]",LZ4,1
16.05,3.32,NanoFly,Cautious,Afternoon,W_8.3_2.6,"[-1, -1, 1, 1, -1, -1, 1]","[23, 10, 20, 16, 17]",LZ3,0
3.42,2.02,SkyLift,Balanced,Morning,W_8.9_1.7,"[0, 1, 0, 1, 0, -1, 0, -1]","[23, 18, 15, 20, 13, 10, 21]",LZ2,1
8.57,3.65,AeroX,Fast,Afternoon,E_0.6_2.3,"[-1, 0, -1, 1, -1, 0, -1, 1]","[10, 19, 10, 22, 15, 20, 24]",LZ1,1
4.23,4.3,NanoFly,Balanced,Afternoon,S_5.1_4.4,"[0, -1, 1, -1, -1, 0, 0, -1]","[24, 14, 22, 20, 19, 24, 16, 16]",LZ1,1
5.84,3.18,AeroX,Balanced,Morning,S_4.2_1.7,"[-1, 1, 0, -1, 0, -1, 1, 1, -1]","[15, 24, 13, 24, 19, 15]",LZ4,1
6.0,4.03,AeroX,Balanced,Morning,W_3.9_0.2,"[-1, -1, 0, 0, 0, -1, 0]","[19, 24, 20, 22, 10, 23]",LZ3,1
11.57,3.87,NanoFly,Balanced,Morning,W_3.7_1.3,"[0, -1, -1, -1, 1]","[11, 19, 16, 14, 13]",LZ3,1
8.82,3.07,FalconX,Fast,Evening,N_5.3_2.3,"[-1, 0, 0, 1, -1, 1, -1, 1, -1]","[24, 24, 24, 18, 24, 23]",LZ1,1
19.01,1.9,SkyLift,Balanced,Afternoon,W_1.3_2.7,"[0, -1, -1, 1, 1, -1]","[10, 16, 17, 23, 11, 20]",LZ3,1
3.4,3.86,NanoFly,Cautious,Afternoon,E_8.7_2.1,"[-1, -1, 0, 0, 1, 1]","[11, 18, 14, 20, 20, 22]",LZ1,1
19.5,1.43,AeroX,Balanced,Afternoon,E_5.6_4.1,"[0, -1, 0, 0, -1, -1, 0, -1]","[13, 15, 13, 23, 19, 21, 15]",LZ2,0
5.38,4.01,SkyLift,Balanced,Morning,W_3.5_4.6,"[-1, 1, 1, 1, 0, 0, -1]","[23, 16, 15, 22, 16, 24, 24, 17, 23]",LZ1,1
15.68,4.12,AeroX,Cautious,Afternoon,W_2.4_2.4,"[1, 0, 1, 0, 0]","[18, 16, 18, 10, 15, 20]",LZ2,0
7.44,4.2,SkyLift,Fast,Evening,N_6.2_0.4,"[0, 0, -1, -1, -1]","[21, 23, 15, 19, 23]",LZ4,1
3.72,2.63,NanoFly,Cautious,Afternoon,N_7.9_2.1,"[0, 0, 0, 0, 1, 0, 0, 1, 1]","[23, 14, 16, 15, 24, 19, 22, 17, 23]",LZ2,1
17.3,1.37,AeroX,Cautious,Afternoon,N_4.4_0.9,"[1, 0, -1, 0, 0, -1, 0]","[19, 23, 22, 23, 22, 24, 10]",LZ1,1
6.87,0.95,SkyLift,Cautious,Morning,E_9.8_1.4,"[-1, 0, -1, 0, 1, -1]","[12, 19, 19, 12, 19]",LZ4,1
13.52,3.85,SkyLift,Cautious,Evening,N_5.4_4.2,"[1, 0, 0, 0, -1, 1]","[13, 21, 14, 17, 17, 17, 24]",LZ3,1
11.76,4.49,NanoFly,Balanced,Afternoon,S_9.8_2.7,"[0, -1, 1, 1, -1, 1, 0]","[19, 24, 21, 17, 14]",LZ1,1
9.96,3.43,SkyLift,Balanced,Morning,S_9.6_4.1,"[0, -1, 1, 1, 0, 1, 1, 1]","[19, 14, 14, 23, 20, 10, 21]",LZ3,1
10.42,1.15,SkyLift,Balanced,Evening,S_6.0_4.9,"[-1, -1, 1, 1, 1]","[22, 18, 14, 11, 11, 16, 18]",LZ3,1
14.91,4.71,AeroX,Balanced,Evening,N_5.8_2.7,"[1, 1, 0, 0, 0]","[13, 11, 21, 13, 23, 13, 18, 23, 16]",LZ1,1
2.67,4.95,NanoFly,Fast,Morning,E_1.1_4.6,"[0, -1, 0, 0, 0, -1, -1]","[17, 10, 16, 20, 11, 21, 17, 14, 13]",LZ3,1
13.7,2.45,NanoFly,Balanced,Morning,E_9.3_3.4,"[1, -1, 0, -1, 0]","[14, 20, 10, 14, 16]",LZ2,1
18.02,3.18,AeroX,Balanced,Morning,N_8.0_0.5,"[-1, 1, 1, -1, 0, 0]","[18, 14, 14, 12, 14, 14]",LZ4,0
2.1,4.0,FalconX,Fast,Morning,W_5.0_2.1,"[-1, -1, 0, 0, 1, -1, 0]","[20, 15, 18, 12, 12, 19, 22, 21]",LZ4,1
3.67,3.81,AeroX,Cautious,Morning,W_3.1_3.3,"[1, 0, -1, 1, 0, 1, 0, 1]","[17, 17, 18, 19, 17, 14, 20, 23, 22]",LZ3,1
14.62,4.86,AeroX,Balanced,Morning,N_8.4_3.5,"[-1, -1, -1, 1, -1, 1, -1]","[12, 17, 16, 18, 14, 16, 13, 23, 10]",LZ4,0
9.31,1.02,FalconX,Balanced,Afternoon,E_2.9_4.3,"[0, -1, 0, -1, 0, -1, 0]","[22, 21, 19, 20, 13, 18, 21]",LZ3,1
8.67,3.11,SkyLift,Cautious,Morning,S_5.4_3.2,"[1, -1, -1, 1, 0]","[17, 13, 16, 23, 17, 15, 19, 11]",LZ2,1
3.6,3.61,NanoFly,Balanced,Morning,W_2.0_0.5,"[-1, 1, 0, 1, 0]","[13, 20, 22, 15, 24]",LZ1,1
10.63,4.51,NanoFly,Cautious,Evening,S_8.0_0.7,"[0, -1, -1, -1, 1, -1]","[10, 13, 22, 13, 24]",LZ2,1
3.4,4.43,FalconX,Cautious,Evening,E_7.5_1.6,"[1, 0, -1, 1, -1, 1]","[13, 20, 11, 18, 13, 19, 21, 10, 19]",LZ2,1
10.06,4.9,NanoFly,Cautious,Evening,W_2.9_1.5,"[0, 0, 1, -1, 1, -1, 0, 1, -1]","[16, 11, 21, 18, 23, 12, 18, 11, 15]",LZ2,1
15.51,2.8,FalconX,Balanced,Morning,N_1.2_1.1,"[-1, 1, -1, 1, -1]","[24, 18, 12, 19, 10]",LZ4,1
5.91,4.24,SkyLift,Cautious,Morning,S_1.8_3.1,"[0, 0, 1, -1, 1, 0, 0, 0, 0]","[18, 18, 11, 16, 17, 10, 14, 14]",LZ4,1
10.13,2.42,FalconX,Balanced,Afternoon,S_6.2_2.1,"[0, 0, 0, 0, 0, -1, 1, 1, -1]","[23, 11, 18, 19, 12, 13]",LZ1,1
19.85,2.4,NanoFly,Fast,Afternoon,S_1.5_3.4,"[0, 0, -1, 0, 0, -1, -1]","[13, 15, 10, 24, 15, 14, 19, 21, 21]",LZ4,0
14.05,1.64,NanoFly,Cautious,Afternoon,N_3.2_1.9,"[-1, -1, 0, 0, 1]","[21, 18, 22, 24, 20, 24, 19]",LZ4,1
16.99,4.18,FalconX,Balanced,Afternoon,N_8.4_1.4,"[0, -1, 1, 0, -1, -1, -1, 1, 0]","[14, 10, 14, 20, 23, 15, 10]",LZ1,1
8.88,4.94,NanoFly,Cautious,Morning,S_0.8_2.8,"[0, 0, 1, 0, -1, -1]","[14, 15, 21, 11, 18, 17, 20, 17, 15]",LZ1,1
15.59,1.65,FalconX,Balanced,Evening,N_5.8_0.5,"[0, 0, 1, 1, 0, 1, 1, 1]","[23, 13, 20, 11, 18, 10]",LZ4,0
1.77,0.75,NanoFly,Balanced,Morning,W_4.0_4.9,"[-1, 0, 0, 0, -1]","[20, 17, 15, 15, 11, 15, 21, 14]",LZ4,1
3.34,4.17,AeroX,Fast,Morning,E_1.2_3.3,"[1, -1, -1, -1, 1, -1]","[21, 16, 20, 23, 14, 14, 11]",LZ1,1
4.86,3.29,SkyLift,Cautious,Morning,W_5.1_0.6,"[1, 0, 1, 1, -1, 0, 0]","[18, 17, 21, 10, 10, 13, 23, 19]",LZ3,1
8.64,4.82,NanoFly,Balanced,Morning,N_5.2_3.1,"[0, 0, 1, -1, 1, 0, 0, -1]","[11, 11, 14, 19, 24]",LZ1,1
17.07,1.64,NanoFly,Fast,Evening,E_3.8_0.4,"[1, 1, 1, 0, 1]","[24, 14, 24, 21, 22, 18, 20]",LZ2,1
7.58,0.82,NanoFly,Balanced,Evening,S_0.6_2.5,"[-1, 1, 1, 0, 1, 0]","[21, 23, 21, 15, 18]",LZ1,1
13.44,2.72,FalconX,Balanced,Afternoon,S_2.1_1.5,"[-1, 1, 0, 1, -1, 1]","[23, 16, 24, 23, 21]",LZ4,1
14.48,0.88,NanoFly,Fast,Morning,E_4.0_3.5,"[1, 0, 0, -1, 1, 1]","[22, 16, 13, 24, 14, 15, 12]",LZ1,1
12.14,1.68,FalconX,Cautious,Afternoon,W_2.8_2.4,"[0, -1, 0, -1, 1, 0, 0, 0]","[14, 23, 16, 11, 16, 22, 16, 13]",LZ4,1
7.79,1.07,NanoFly,Fast,Evening,S_1.6_3.9,"[-1, 1, 0, 1, -1, 1, -1, 1, -1]","[17, 10, 21, 21, 15, 14, 11, 23]",LZ2,1
11.96,1.51,AeroX,Cautious,Evening,S_4.9_1.1,"[1, 1, 0, 1, 1, 0, -1]","[15, 17, 22, 15, 10, 12]",LZ3,1
7.5,0.98,AeroX,Balanced,Afternoon,S_4.0_3.3,"[1, 1, -1, -1, -1, -1, 1]","[21, 21, 13, 20, 13]",LZ1,1
2.59,4.79,SkyLift,Balanced,Evening,N_6.6_3.4,"[-1, -1, 1, 0, 1]","[20, 13, 14, 12, 23, 19]",LZ1,1
19.86,1.75,FalconX,Fast,Evening,W_5.6_2.4,"[0, 0, 0, 0, -1, -1, 0, -1]","[10, 19, 22, 22, 20, 18, 11]",LZ4,0
3.42,2.5,SkyLift,Fast,Morning,N_1.7_4.3,"[1, -1, 1, 0, 0, -1, 0]","[13, 23, 19, 16, 10]",LZ2,1
2.37,4.54,NanoFly,Fast,Morning,E_6.9_0.7,"[-1, -1, 0, 1, -1, -1]","[11, 24, 17, 21, 22, 24]",LZ3,1
17.69,3.55,NanoFly,Balanced,Evening,E_4.7_3.8,"[-1, 1, 1, -1, -1, 0, -1, -1, 0]","[24, 20, 24, 21, 12, 15, 17]",LZ4,0
6.73,3.28,AeroX,Cautious,Evening,N_1.1_0.7,"[0, -1, 1, -1, 1, 0, 0, -1]","[20, 18, 19, 18, 23, 17, 20, 22]",LZ3,1
13.36,3.68,SkyLift,Fast,Afternoon,S_0.2_0.8,"[0, -1, 1, 0, 0]","[18, 19, 24, 21, 23, 18, 14, 23, 21]",LZ4,1
7.25,4.23,NanoFly,Cautious,Afternoon,N_6.3_1.0,"[0, 0, 1, 0, -1, 1, 1, 1]","[19, 24, 10, 24, 21, 20]",LZ3,1
8.44,4.45,NanoFly,Fast,Evening,W_6.2_3.3,"[-1, -1, 0, 1, -1]","[19, 16, 21, 19, 23, 20, 11]",LZ4,1
5.98,3.39,FalconX,Fast,Morning,S_8.2_3.2,"[0, 1, 1, 0, 1, -1, -1]","[19, 14, 16, 11, 14, 24, 12]",LZ2,1
7.52,4.51,NanoFly,Fast,Morning,E_7.6_2.2,"[1, 0, 0, -1, 0, -1, 1, 1, 1]","[21, 16, 16, 24, 10, 15, 16, 20]",LZ3,1
8.8,2.91,SkyLift,Fast,Afternoon,W_8.8_1.6,"[0, 1, -1, -1, 0, -1, -1, 0]","[17, 16, 22, 24, 24, 10, 13]",LZ1,1
14.69,1.75,AeroX,Balanced,Morning,E_2.9_3.1,"[0, 0, 0, -1, 0, 1]","[20, 16, 19, 14, 19, 11, 20, 19]",LZ1,0
10.72,4.46,AeroX,Balanced,Morning,W_4.1_0.7,"[0, 1, 1, 1, 1, 0]","[18, 22, 10, 10, 16]",LZ3,1
18.93,2.94,NanoFly,Fast,Afternoon,W_0.6_3.1,"[-1, -1, 0, 1, 1, -1, 1]","[23, 17, 14, 11, 22, 21, 18]",LZ4,0
1.8,4.58,NanoFly,Balanced,Afternoon,W_4.1_0.1,"[1, -1, 0, 1, 0]","[21, 16, 20, 22, 22]",LZ3,1
10.56,0.68,NanoFly,Balanced,Morning,E_2.2_0.7,"[-1, 0, -1, 0, 0, 1, -1, 1]","[21, 11, 23, 17, 20, 16, 14, 13]",LZ4,1
12.1,2.29,FalconX,Balanced,Afternoon,N_8.1_3.5,"[0, 0, -1, -1, -1, -1, 1, -1, -1]","[19, 16, 11, 24, 17, 20, 12]",LZ1,0
18.48,4.77,NanoFly,Balanced,Evening,N_6.6_4.4,"[0, 1, 0, -1, 1, 0, 1, 0, -1]","[23, 21, 14, 15, 10, 13, 11, 19]",LZ1,1
1.93,1.62,NanoFly,Cautious,Afternoon,S_7.8_0.4,"[-1, 1, -1, -1, 0, -1, 1, 1, 0]","[15, 24, 12, 19, 20, 14]",LZ2,1
11.9,4.74,FalconX,Cautious,Evening,E_5.9_3.2,"[0, -1, 0, 0, -1, 0, -1, 0, 0]","[14, 22, 19, 21, 14, 15, 17, 21, 15]",LZ3,0
17.22,4.79,SkyLift,Balanced,Evening,S_6.0_0.3,"[1, 1, 0, -1, 0, 1, 0]","[20, 16, 16, 19, 24, 17, 22, 13, 18]",LZ4,0
5.6,4.47,FalconX,Cautious,Evening,S_2.4_4.4,"[0, 0, 0, -1, -1, 1, -1, 0, -1]","[13, 22, 22, 13, 17, 14, 22]",LZ2,1
17.65,3.04,AeroX,Fast,Afternoon,W_6.7_2.0,"[1, -1, 0, 0, 0]","[23, 24, 13, 19, 10, 13, 21, 24]",LZ2,0
1.36,3.41,FalconX,Cautious,Afternoon,W_1.4_3.7,"[0, 0, -1, 1, 1]","[14, 10, 20, 21, 16, 18]",LZ2,1
14.92,4.41,FalconX,Fast,Afternoon,N_2.8_0.9,"[1, 0, 0, 0, -1, 1]","[10, 11, 20, 17, 23, 20, 10]",LZ2,1
18.73,3.99,SkyLift,Cautious,Evening,N_1.8_4.3,"[-1, 0, 1, -1, 1, 0, 0, 0]","[20, 13, 19, 24, 11, 17, 12, 21]",LZ2,1
13.49,3.34,SkyLift,Cautious,Afternoon,S_9.5_2.1,"[0, 0, 1, 0, -1, 1, 0, -1, 1]","[19, 18, 17, 16, 23, 10]",LZ4,1
